MSW3_ID,Scientific,MSWFamilyLatin,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
3457,Sylvisorex_vulcanorum,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,3.5,Ref_117,1
3458,Sylvisorex_granti,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,3.8,Ref_144,1
3459,Sylvisorex_camerunensis,Soricidae,60,0,0,0,20,20,0,0,0,0,Ref_2,D1,S,A,NA,1,1,1,Ref_1,ABC,5.83,"Ref_2, Ref_3",0
3460,Sylvisorex_howelli,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,4.32,Ref_117,1
3461,Sylvisorex_morio,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,9.99,Ref_178,2
3462,Sorex_caecutiens,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_2,D1,5.38,Ref_117,1
3463,Sorex_raddei,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,10,Ref_117,1
3464,Sorex_alpinus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7.8,Ref_117,1
3465,Sorex_minutus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.5,Ref_117,1
3466,Sorex_maritimensis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3467,Sorex_kozlovi,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3468,Sorex_isodon,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,9.35,Ref_117,1
3469,Sorex_hosonoi,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.25,Ref_117,1
3470,Sorex_granarius,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.28,Ref_117,1
3471,Sorex_gracillimus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,5.06,Ref_117,1
3472,Sorex_daphaenodon,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.79,Ref_117,1
3473,Sorex_cylindricauda,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3474,Sorex_cansulus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3475,Sorex_buchariensis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.61,Ref_178,2
3476,Sorex_bedfordiae,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.6,Ref_117,1
3477,Sorex_antinorii,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3478,Sorex_araneus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,10,Ref_117,1
3479,Sorex_arcticus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,8.15,Ref_117,1
3480,Sorex_arunchi,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3481,Sorex_asper,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7.95,Ref_117,1
3482,Sorex_averini,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3483,Sorex_roboratus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,9.12,Ref_117,1
3484,Sorex_coronatus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,9.6,Ref_117,1
3485,Sorex_satunini,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7.47,Ref_178,2
3486,Sorex_sinalis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,9.43,Ref_117,1
3487,Sorex_tundrensis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7.73,Ref_117,1
3488,Sorex_shinto,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6,Ref_117,1
3489,Sorex_unguiculatus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,9.9,Ref_117,1
3490,Sorex_volnuchini,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.61,Ref_178,2
3491,Sorex_yukonicus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3492,Sorex_samniticus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,8.25,Ref_117,1
3493,Sorex_excelsus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.79,Ref_178,2
3494,Sorex_lyelli,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,5,Ref_117,1
3495,Sorex_jacksoni,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.5,Ref_117,1
3496,Sorex_hoyi,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,2.58,Ref_117,1
3497,Sorex_tenellus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.75,Ref_117,1
3498,Sorex_haydeni,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.5,Ref_117,1
3499,Sorex_dispar,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,5,Ref_117,1
3500,Sorex_macrodon,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7,Ref_117,1
3501,Sorex_leucogaster,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.83,Ref_178,2
3502,Sorex_cinereus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.66,Ref_117,1
3503,Sorex_longirostris,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.58,Ref_117,1
3504,Sorex_vagrans,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,5.9,Ref_117,1
3505,Sorex_camtschatica,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3506,Sorex_bendirii,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,16.1,Ref_117,1
3507,Sorex_veraepacis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7.5,Ref_117,1
3508,Sorex_bairdi,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,8.33,Ref_58,1
3509,Sorex_gaspensis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,2.89,Ref_117,1
3510,Sorex_fumeus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7.7,Ref_117,1
3511,Sorex_alaskanus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14,Ref_117,1
3512,Sorex_ugyunak,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.6,Ref_117,1
3513,Sorex_palustris,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,13.45,Ref_117,1
3514,Sorex_pribilofensis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_2,D1,6.05,"Ref_2, Ref_3",0
3515,Sorex_preblei,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.1,Ref_117,1
3516,Sorex_sonomae,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,8.3,Ref_117,1
3517,Sorex_portenkoi,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.83,Ref_178,2
3518,Sorex_pacificus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.71,Ref_117,1
3519,Sorex_ornatus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.99,Ref_117,1
3520,Sorex_orizabae,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3521,Sorex_oreopolus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7,Ref_117,1
3522,Sorex_milleri,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7,Ref_117,1
3523,Sorex_nanus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,2.4,Ref_117,1
3524,Sorex_monticolus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,5.25,Ref_117,1
3525,Sorex_neomexicanus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3526,Sorex_mirabilis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,15,Ref_58,1
3527,Sorex_arizonae,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,2.4,Ref_117,1
3528,Sorex_saussurei,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,4.65,Ref_117,1
3529,Sorex_sclateri,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7,Ref_117,1
3530,Sorex_ventralis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7,Ref_117,1
3531,Sorex_merriami,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,5.9,Ref_117,1
3532,Sorex_stizodon,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7,Ref_117,1
3533,Sorex_emarginatus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7,Ref_117,1
3534,Sorex_trowbridgii,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.8,Ref_117,1
3535,Sorex_veraecrucis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3536,Sorex_minutissimus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,2.51,Ref_117,1
3537,Sorex_planiceps,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3538,Sorex_thibetanus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,6.05,"Ref_2, Ref_3",0
3539,Anourosorex_yamashinai,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_2,D1,20,"Ref_2, Ref_3",0
3540,Anourosorex_assamensis,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_2,D1,20,"Ref_2, Ref_3",0
3541,Anourosorex_schmidi,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_2,D1,20,"Ref_2, Ref_3",0
3542,Anourosorex_squamipes,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,20,Ref_117,1
3543,Blarinella_quadraticauda,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,12.5,Ref_117,1
3544,Blarinella_wardi,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,11.26,Ref_178,2
3545,Blarinella_griselda,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,12.5,"Ref_2, Ref_3",0
3546,Blarina_brevicauda,Soricidae,40,0,0,0,30,0,0,0,0,30,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,28,Ref_117,1
3547,Blarina_hylophaga,Soricidae,40,0,0,0,30,0,0,0,0,30,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,14.5,Ref_117,1
3548,Blarina_carolinensis,Soricidae,40,0,0,0,30,0,0,0,0,30,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,13.5,Ref_117,1
3549,Blarina_peninsulae,Soricidae,40,0,0,0,30,0,0,0,0,30,Ref_2,D1,G,A,NA,1,1,1,Ref_1,ABC,17.63,"Ref_2, Ref_3",0
3550,Cryptotis_peregrina,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,1,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3551,Cryptotis_mexicana,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,7,Ref_117,1
3552,Cryptotis_montivaga,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,11.3,Ref_117,1
3553,Cryptotis_nelsoni,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3554,Cryptotis_nigrescens,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,7.65,Ref_117,1
3555,Cryptotis_obscura,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3556,Cryptotis_merriami,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3557,Cryptotis_parva,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,4.98,Ref_117,1
3558,Cryptotis_medellinia,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3559,Cryptotis_peruviensis,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3560,Cryptotis_phillipsii,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3561,Cryptotis_squamipes,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,11,Ref_117,1
3562,Cryptotis_tamensis,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3563,Cryptotis_orophila,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3564,Cryptotis_thomasi,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,12.6,Ref_117,1
3565,Cryptotis_mera,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3566,Cryptotis_mayensis,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,5,Ref_128,1
3567,Cryptotis_magna,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,7,Ref_117,1
3568,Cryptotis_hondurensis,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,5,Ref_117,1
3569,Cryptotis_griseoventris,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3570,Cryptotis_gracilis,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,7,Ref_117,1
3571,Cryptotis_goodwini,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,7,Ref_117,1
3572,Cryptotis_goldmani,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,8,Ref_117,1
3573,Cryptotis_equatoris,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3574,Cryptotis_endersi,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,8,Ref_117,1
3575,Cryptotis_colombiana,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3576,Cryptotis_brachyonyx,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3577,Cryptotis_meridensis,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,0,0,1,Ref_1,ABC,11.57,Ref_117,1
3578,Cryptotis_alticola,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3579,Cryptotis_tropicalis,Soricidae,40,0,30,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.72,"Ref_2, Ref_3",0
3580,Chimarrogale_hantu,Soricidae,70,0,0,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,55,Ref_117,1
3581,Chimarrogale_himalayica,Soricidae,70,0,0,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,34.75,Ref_117,1
3582,Chimarrogale_phaeura,Soricidae,70,0,0,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,31,Ref_117,1
3583,Chimarrogale_platycephalus,Soricidae,70,0,0,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,36.32,Ref_58,1
3584,Chimarrogale_styani,Soricidae,70,0,0,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,25.8,Ref_117,1
3585,Chimarrogale_sumatrana,Soricidae,70,0,0,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,27.89,Ref_178,2
3586,Chodsigoa_parca,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5.49,"Ref_2, Ref_3",0
3587,Chodsigoa_sodalis,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5.49,"Ref_2, Ref_3",0
3588,Chodsigoa_smithii,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5.49,"Ref_2, Ref_3",0
3589,Chodsigoa_parva,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,1,1,Ref_1,ABC,5.49,"Ref_2, Ref_3",0
3590,Chodsigoa_lamula,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5.49,"Ref_2, Ref_3",0
3591,Chodsigoa_hypsibia,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5.49,"Ref_2, Ref_3",0
3592,Chodsigoa_caovansunga,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5.49,"Ref_2, Ref_3",0
3593,Chodsigoa_salenskii,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.49,Ref_58,1
3594,Episoriculus_caudatus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.95,"Ref_2, Ref_3",0
3595,Episoriculus_fumidus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.95,Ref_58,1
3596,Episoriculus_leucops,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.95,"Ref_2, Ref_3",0
3597,Episoriculus_macrurus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.95,"Ref_2, Ref_3",0
3598,Nectogale_elegans,Soricidae,20,0,0,80,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,32.5,Ref_117,1
3599,Neomys_teres,Soricidae,40,0,30,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,15.13,"Ref_2, Ref_3",0
3600,Neomys_fodiens,Soricidae,40,0,30,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,14.3,Ref_117,1
3601,Neomys_anomalus,Soricidae,40,0,30,30,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,16,Ref_117,1
3602,Nesiotites_hidalgo,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,9.05,"Ref_2, Ref_3",0
3603,Nesiotites_similis,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,9.05,"Ref_2, Ref_3",0
3604,Soriculus_nigrescens,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14,Ref_117,1
3605,Megasorex_gigas,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,20,Ref_117,1
3606,Notiosorex_cockrumi,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,4.82,"Ref_2, Ref_3",0
3607,Notiosorex_evotis,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5.28,Ref_58,1
3608,Notiosorex_crawfordi,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4.39,Ref_117,1
3609,Notiosorex_villai,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_2,D1,4.82,"Ref_2, Ref_3",0
3610,Congosorex_polli,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,10.3,Ref_178,2
3611,Congosorex_verheyeni,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,1,1,Ref_2,D1,9.05,"Ref_2, Ref_3",0
3612,Myosorex_longicaudatus,Soricidae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,12.98,Ref_117,1
3613,Myosorex_kihaulei,Soricidae,80,20,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,1,1,Ref_2,D1,12.1,"Ref_2, Ref_3",0
3614,Myosorex_eisentrauti,Soricidae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,10.35,Ref_178,2
