MSW3_ID,Scientific,MSWFamilyLatin,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
832,Gorilla_beringei,Hominidae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,149325.19,Ref_58,1
833,Homo_sapiens,Hominidae,10,0,0,0,0,0,60,0,0,30,Ref_3,D2,G,A,NA,0,0,1,Ref_1,ABC,58540.63,Ref_58,1
834,Pan_paniscus,Hominidae,10,0,0,0,0,0,60,0,10,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,34000.08,Ref_117,1
835,Pan_troglodytes,Hominidae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,42500,Ref_117,1
836,Pongo_abelii,Hominidae,10,0,0,0,10,0,80,0,0,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,39696.12,Ref_58,1
837,Pongo_pygmaeus,Hominidae,10,0,0,0,10,0,80,0,0,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,37000,Ref_117,1
838,Tarsius_pelengensis,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,NA,1,1,0,Ref_1,ABC,165,Ref_58,1
839,Tarsius_pumilus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,NA,1,1,0,Ref_1,ABC,27.5,Ref_117,1
840,Tarsius_sangirensis,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,NA,1,1,0,Ref_1,ABC,165,Ref_58,1
841,Tarsius_syrichta,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,NA,1,1,0,Ref_1,ABC,113.5,Ref_117,1
842,Tarsius_bancanus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,NA,1,1,0,Ref_1,ABC,94.25,Ref_117,1
843,Tarsius_dentatus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,NA,1,1,0,Ref_1,ABC,110.42,Ref_58,1
844,Tarsius_tarsier,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,NA,1,1,0,Ref_1,ABC,168.04,Ref_58,1
845,Aplodontia_rufa,Aplodontiidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,1003.99,Ref_117,1
846,Ratufa_affinis,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,1156.25,Ref_117,1
847,Ratufa_bicolor,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,2050,Ref_117,1
848,Ratufa_indica,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,1060,Ref_117,1
849,Ratufa_macroura,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,1327.08,Ref_117,1
850,Sciurillus_pusillus,Sciuridae,0,0,0,0,0,0,30,20,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,39,Ref_117,1
851,Microsciurus_alfari,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,87.5,Ref_117,1
852,Microsciurus_santanderensis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,99.8,Ref_117,1
853,Microsciurus_mimulus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,120,Ref_117,1
854,Microsciurus_flaviventer,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,92,Ref_117,1
855,Rheithrosciurus_macrotis,Sciuridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,1225,Ref_117,1
856,Sciurus_carolinensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,506.5,Ref_117,1
857,Sciurus_nayaritensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,697,Ref_117,1
858,Sciurus_niger,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,761.9,Ref_117,1
859,Sciurus_oculatus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,649.99,Ref_117,1
860,Sciurus_variegatoides,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,485,Ref_117,1
861,Sciurus_vulgaris,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,333,Ref_117,1
862,Sciurus_colliaei,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,498,Ref_117,1
863,Sciurus_aureogaster,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,595,Ref_117,1
864,Sciurus_arizonensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,646.99,Ref_117,1
865,Sciurus_yucatanensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,225,Ref_117,1
866,Sciurus_alleni,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,434.5,Ref_117,1
867,Sciurus_lis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,264.3,Ref_117,1
868,Sciurus_deppei,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,190,Ref_117,1
869,Sciurus_aberti,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,623.99,Ref_117,1
870,Sciurus_stramineus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,433.3,Ref_117,1
871,Sciurus_richmondi,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,205,Ref_117,1
872,Sciurus_pucheranii,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,803.01,Ref_117,1
873,Sciurus_sanborni,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,136,Ref_117,1
874,Sciurus_gilvigularis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,803.01,Ref_117,1
875,Sciurus_granatensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,250,Ref_117,1
876,Sciurus_ignitus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,190,Ref_117,1
877,Sciurus_aestuans,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,185,Ref_117,1
878,Sciurus_anomalus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,256,Ref_117,1
879,Sciurus_flammifer,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,4292.99,Ref_117,1
880,Sciurus_pyrrhinus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,482,Ref_117,1
881,Sciurus_griseus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,731,Ref_117,1
882,Sciurus_spadiceus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,403.33,Ref_117,1
883,Sciurus_igniventris,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,700,Ref_117,1
884,Syntheosciurus_brochus,Sciuridae,0,0,0,0,0,0,0,30,0,70,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,132.84,Ref_117,1
885,Tamiasciurus_hudsonicus,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,201.17,Ref_117,1
886,Tamiasciurus_mearnsi,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,231.58,Ref_178,2
887,Tamiasciurus_douglasii,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,225,Ref_117,1
888,Aeretes_melanopterus,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,Ar,A,NA,1,0,0,Ref_1,ABC,753.23,Ref_178,2
889,Aeromys_thomasi,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1435,Ref_117,1
890,Aeromys_tephromelas,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1075,Ref_117,1
891,Belomys_pearsonii,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,Ar,A,NA,1,0,0,Ref_1,ABC,217,Ref_117,1
892,Biswamoyopterus_biswasi,Sciuridae,0,0,0,0,0,0,30,20,40,10,Ref_6,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1613.3,Ref_117,1
893,Eoglaucomys_fimbriatus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,510,Ref_58,1
894,Eupetaurus_cinereus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2500,Ref_117,1
895,Glaucomys_volans,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,63.87,Ref_117,1
896,Glaucomys_sabrinus,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,166,Ref_117,1
897,Hylopetes_winstoni,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,170.82,Ref_178,2
898,Hylopetes_spadiceus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,84.25,Ref_117,1
899,Hylopetes_sipora,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,89.2,Ref_117,1
900,Hylopetes_platyurus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_2,D1,Ar,A,NA,1,0,0,Ref_1,ABC,56.98,Ref_58,1
901,Hylopetes_phayrei,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,227,Ref_117,1
902,Hylopetes_nigripes,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,534,Ref_117,1
903,Hylopetes_lepidus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,50,Ref_117,1
904,Hylopetes_alboniger,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,255.38,Ref_117,1
905,Hylopetes_bartelsi,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,146.63,Ref_178,2
906,Iomys_horsfieldii,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,155.5,Ref_58,1
907,Iomys_sipora,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,154.67,Ref_178,2
908,Petaurillus_hosei,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,21.1,Ref_117,1
909,Petaurillus_kinlochii,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,40,Ref_117,1
910,Petaurillus_emiliae,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,13.5,Ref_117,1
911,Petaurista_leucogenys,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1150,Ref_125,1
912,Petaurista_alborufus,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,4290,Ref_117,1
913,Petaurista_elegans,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,997,Ref_117,1
914,Petaurista_magnificus,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1475.5,Ref_117,1
915,Petaurista_petaurista,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1660.13,Ref_117,1
916,Petaurista_philippensis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1676,Ref_117,1
917,Petaurista_xanthotis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1900,Ref_117,1
918,Petaurista_nobilis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2710,Ref_117,1
919,Petinomys_crinitus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,113,Ref_117,1
920,Petinomys_vordermanni,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,40.39,Ref_117,1
921,Petinomys_setosus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,38.44,Ref_117,1
922,Petinomys_sagitta,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,50,Ref_117,1
923,Petinomys_mindanensis,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_2,D1,Ar,A,NA,1,0,0,Ref_1,ABC,137.64,"Ref_2, Ref_3",0
924,Petinomys_lugens,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,433,Ref_117,1
925,Petinomys_hageni,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,388,Ref_117,1
926,Petinomys_fuscocapillus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,794.5,Ref_117,1
927,Petinomys_genibarbis,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,110,Ref_117,1
928,Pteromys_momonga,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,297.41,Ref_178,2
929,Pteromys_volans,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,143.75,Ref_117,1
930,Pteromyscus_pulverulentus,Sciuridae,0,0,0,0,0,0,30,0,20,50,Ref_96,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,334.25,Ref_117,1
931,Trogopterus_xanthipes,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,744.94,Ref_117,1
932,Callosciurus_albescens,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,220.89,Ref_178,2
933,Callosciurus_caniceps,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,257,Ref_117,1
934,Callosciurus_baluensis,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,356,Ref_117,1
935,Callosciurus_erythraeus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,280,Ref_117,1
936,Callosciurus_phayrei,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,269,Ref_117,1
937,Callosciurus_prevostii,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,361.46,Ref_117,1
938,Callosciurus_pygerythrus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,252,Ref_117,1
939,Callosciurus_quinquestriatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,207.77,Ref_178,2
940,Callosciurus_notatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,197.5,Ref_117,1
941,Callosciurus_orestes,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,278,Ref_117,1
942,Callosciurus_nigrovittatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,202,Ref_117,1
943,Callosciurus_adamsi,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,134.5,Ref_117,1
944,Callosciurus_melanogaster,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,278,Ref_117,1
945,Callosciurus_inornatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,325,Ref_117,1
946,Callosciurus_finlaysonii,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,278,Ref_117,1
947,Sundasciurus_hippurus,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,406.25,Ref_117,1
948,Sundasciurus_mindanensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,164.46,Ref_178,2
949,Sundasciurus_moellendorffi,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,252,Ref_117,1
950,Sundasciurus_rabori,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,163,Ref_117,1
951,Sundasciurus_juvencus,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,159.09,Ref_178,2
952,Sundasciurus_hoogstraali,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,159.18,Ref_178,2
953,Sundasciurus_davensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,165.02,Ref_178,2
954,Sundasciurus_philippinensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,244,Ref_117,1
955,Sundasciurus_steerii,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,252,Ref_117,1
956,Sundasciurus_samarensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,225,Ref_117,1
957,Sundasciurus_jentinki,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,76,Ref_117,1
958,Sundasciurus_brookei,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,115.5,Ref_117,1
959,Sundasciurus_tenuis,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,73.75,Ref_117,1
960,Sundasciurus_lowii,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,87.5,Ref_117,1
961,Sundasciurus_fraterculus,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,155.51,Ref_178,2
962,Dremomys_pyrrhomerus,Sciuridae,20,0,0,0,0,0,30,0,30,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,167.73,Ref_178,2
963,Dremomys_rufigenis,Sciuridae,20,0,0,0,0,0,30,0,30,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,200,Ref_117,1
964,Dremomys_pernyi,Sciuridae,20,0,0,0,0,0,30,0,30,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,198.63,Ref_117,1
965,Dremomys_lokriah,Sciuridae,20,0,0,0,0,0,30,0,30,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,227,Ref_117,1
966,Dremomys_gularis,Sciuridae,20,0,0,0,0,0,30,0,30,20,Ref_2,D1,S,A,NA,0,0,1,Ref_1,ABC,190.97,"Ref_2, Ref_3",0
967,Dremomys_everetti,Sciuridae,20,0,0,0,0,0,30,0,30,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,147.5,Ref_117,1
968,Exilisciurus_whiteheadi,Sciuridae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,20,Ref_117,1
969,Exilisciurus_exilis,Sciuridae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,19,Ref_117,1
970,Exilisciurus_concinnus,Sciuridae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,30.85,Ref_117,1
971,Funambulus_sublineatus,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,70.94,Ref_117,1
972,Funambulus_palmarum,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,136.4,Ref_58,1
973,Funambulus_layardi,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,113.79,Ref_178,2
974,Funambulus_tristriatus,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,139,Ref_117,1
975,Funambulus_pennantii,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,200,Ref_117,1
976,Glyphotes_simus,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,Ar,A,NA,0,0,1,Ref_1,ABC,50,Ref_117,1
977,Hyosciurus_ileile,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,G,A,NA,0,0,1,Ref_1,ABC,315,Ref_117,1
978,Hyosciurus_heinrichi,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,G,A,NA,0,0,1,Ref_1,ABC,296,Ref_117,1
979,Lariscus_insignis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,200,Ref_117,1
980,Lariscus_niobe,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,190.2,Ref_178,2
981,Lariscus_obscurus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,241.19,Ref_58,1
982,Lariscus_hosei,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,180,Ref_117,1
983,Menetes_berdmorei,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,S,A,NA,0,0,1,Ref_1,ABC,190,Ref_117,1
984,Nannosciurus_melanotis,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,S,A,NA,0,0,1,Ref_1,ABC,50,Ref_117,1
985,Prosciurillus_weberi,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,106.26,Ref_178,2
986,Prosciurillus_rosenbergii,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_2,D1,S,A,NA,0,0,1,Ref_1,ABC,90.41,"Ref_2, Ref_3",0
987,Prosciurillus_abstrusus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,79.2,Ref_117,1
988,Prosciurillus_murinus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,72.9,Ref_117,1
989,Prosciurillus_leucomus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,128,Ref_117,1
